0.999001	0.999001	0.383101
0.9995	0.49975	0.52061
0.999667	0.333222	0.613603
0.99975	0.249938	0.68275
0.9998	0.19996	0.736495
0.999833	0.166639	0.779367
0.999857	0.142837	0.814155
0.999875	0.124984	0.842727
0.999889	0.111099	0.866407
0.9999	0.09999	0.886172
0.999909	0.0909008	0.902761
0.999917	0.0833264	0.916748
0.999923	0.0769172	0.928587
0.999929	0.0714235	0.93864
0.999933	0.0666622	0.9472
0.999938	0.0624961	0.954506
0.999941	0.0588201	0.960755
0.999945	0.0555525	0.96611
0.999947	0.0526288	0.970706
0.99995	0.0499975	0.974656
0.999953	0.0476168	0.978056
0.999955	0.0454525	0.980986
0.999957	0.0434764	0.983514
0.999959	0.0416649	0.985696
0.99996	0.0399984	0.987582
0.999962	0.0384601	0.989214
0.999963	0.0370357	0.990627
0.999964	0.035713	0.99185
0.999966	0.0344816	0.992911
0.999967	0.0333322	0.993831
0.999968	0.032257	0.994629
0.999969	0.031249	0.995323
0.99997	0.0303021	0.995925
0.999971	0.0294109	0.996449
0.999972	0.0285706	0.996904
0.999972	0.027777	0.997301
0.999973	0.0270263	0.997645
0.999974	0.0263151	0.997946
0.999975	0.0256404	0.998207
0.999975	0.0249994	0.998435
0.999976	0.0243897	0.998633
0.999976	0.023809	0.998806
0.999977	0.0232553	0.998957
0.999978	0.0227268	0.999089
0.999978	0.0222217	0.999204
0.999978	0.0217387	0.999304
0.999979	0.0212761	0.999392
0.999979	0.0208329	0.999468
0.99998	0.0204078	0.999535
0.99998	0.0199996	0.999593
0.999981	0.0196075	0.999644
0.999981	0.0192304	0.999689
0.999981	0.0188676	0.999727
0.999982	0.0185182	0.999761
0.999982	0.0181815	0.999791
0.999982	0.0178568	0.999817
0.999983	0.0175436	0.99984
0.999983	0.0172411	0.99986
0.999983	0.0169489	0.999877
0.999983	0.0166664	0.999893
0.999984	0.0163932	0.999906
0.999984	0.0161288	0.999918
0.999984	0.0158728	0.999928
0.999984	0.0156248	0.999937
0.999985	0.0153844	0.999944
0.999985	0.0151513	0.999951
0.999985	0.0149252	0.999957
0.999985	0.0147057	0.999963
0.999986	0.0144925	0.999967
0.999986	0.0142855	0.999971
0.999986	0.0140843	0.999975
0.999986	0.0138887	0.999978
0.999986	0.0136984	0.999981
0.999986	0.0135133	0.999983
0.999986	0.0133332	0.999985
0.999987	0.0131577	0.999987
0.999987	0.0129868	0.999989
0.999987	0.0128204	0.99999
0.999987	0.0126581	0.999991
0.999987	0.0124998	0.999992
0.999987	0.0123455	0.999993
0.999987	0.012195	0.999994
0.999988	0.012048	0.999995
0.999988	0.0119046	0.999995
0.999988	0.0117646	0.999996
0.999988	0.0116278	0.999996
0.999988	0.0114941	0.999997
0.999988	0.0113635	0.999997
0.999988	0.0112358	0.999998
0.999988	0.011111	0.999998
0.999989	0.0109889	0.999998
0.999989	0.0108694	0.999998
0.999989	0.0107526	0.999999
0.999989	0.0106382	0.999999
0.999989	0.0105262	0.999999
0.999989	0.0104166	0.999999
0.999989	0.0103092	0.999999
0.999989	0.010204	0.999999
0.99999	0.0101009	0.999999
0.99999	0.0099999	0.999999
0.99999	0.00990089	0.999999
0.99999	0.00980382	1
0.99999	0.00970864	1
0.99999	0.00961529	1
0.99999	0.00952372	1
0.99999	0.00943387	1
0.99999	0.00934571	1
0.999991	0.00925917	1
0.999991	0.00917423	1
0.999991	0.00909083	1
0.999991	0.00900893	1
0.999991	0.00892849	1
0.999991	0.00884948	1
0.999991	0.00877185	1
0.999991	0.00869558	1
0.999991	0.00862062	1
0.999991	0.00854694	1
0.999991	0.00847451	1
0.999991	0.00840329	1
0.999991	0.00833326	1
0.999991	0.0082644	1
0.999991	0.00819666	1
1.00812	0.00813002	1
1.01612	0.00806445	1
1.02399	0.00799994	1
1.03174	0.00793645	1
1.03936	0.00787395	1
1.04687	0.00781244	1
1.05425	0.00775188	1
1.05384	0.00769225	1
1.05343	0.00763353	1
1.05302	0.0075757	1
1.05262	0.00751874	1
1.05223	0.00746263	1
1.05184	0.00740735	1
1.05146	0.00735289	1
1.05109	0.00729922	1
1.05072	0.00724632	1
1.05035	0.00719419	1
1.04999	0.00714281	1
1.04964	0.00709215	1
1.04929	0.0070422	1
1.04894	0.00699296	1
1.0486	0.0069444	1
1.04827	0.0068965	1
1.04794	0.00684927	1
1.04761	0.00680268	1
1.04729	0.00675671	1
1.04697	0.00671137	1
1.04666	0.00666662	1
1.04635	0.00662247	1
1.04605	0.00657891	1
1.04574	0.00653591	1
1.04545	0.00649347	1
1.05161	0.00645157	1
1.05768	0.00641022	1
1.06369	0.00636939	1
1.06961	0.00632907	1
1.07546	0.00628927	1
1.08124	0.00624996	1
1.08695	0.00621114	1
1.09259	0.0061728	1
1.09815	0.00613493	1
1.10365	0.00609753	1
1.10908	0.00606057	1
1.10843	0.00602406	1
1.10778	0.00598799	1
1.10714	0.00595235	1
1.1065	0.00591713	1
1.10588	0.00588232	1
1.10526	0.00584792	1
1.10464	0.00581392	1
1.10404	0.00578032	1
1.10344	0.0057471	1
1.10285	0.00571425	1
1.10227	0.00568179	1
1.10169	0.00564969	1
1.10112	0.00561795	1
1.10055	0.00558656	1
1.10555	0.00555553	1
1.11049	0.00552483	1
1.11538	0.00549448	1
1.12021	0.00546445	1
1.12499	0.00543475	1
1.12972	0.00540538	1
1.1344	0.00537632	1
1.13368	0.00534757	1
1.13297	0.00531912	1
1.13227	0.00529098	1
