1	1	1	0.383101
1	1	1	0.52061
1	1	1	0.613603
1	1	1	0.68275
1	1	1	0.736495
1	1	1	0.779367
1	1	1	0.814155
1	1	1	0.842727
1	1	1	0.866407
1	1	1	0.886172
1	1	1	0.902761
1	1	1	0.916748
1	1	1	0.928587
1	1	1	0.93864
1	1	1	0.9472
1	1	1	0.954506
1	1	1	0.960755
1	1	1	0.96611
1	1	1	0.970706
1	1	1	0.974656
1	1	1	0.978056
1	1	1	0.980986
1	1	1	0.983514
1	1	1	0.985696
1	1	1	0.987582
1	1	1	0.989214
1	1	1	0.990627
1	1	1	0.99185
1	1	1	0.992911
1	1	1	0.993831
1	1	1	0.994629
1	1	1	0.995323
1	1	1	0.995925
1	1	1	0.996449
1	1	1	0.996904
1	1	1	0.997301
1	1	1	0.997645
1	1	1	0.997946
1	1	1	0.998207
1	1	1	0.998435
1	1	1	0.998633
1	1	1	0.998806
1	1	1	0.998957
1	1	1	0.999089
1	1	1	0.999204
1.02174	2	1	0.999209
1.04255	2	1	0.999044
1.0625	2	1	0.998733
1.08163	2	1	0.998274
1.1	2	1	0.99765
1.11764	2	1	0.996834
1.13461	2	1	0.995789
1.15094	2	1	0.994476
1.16666	2	1	0.992847
1.18181	2	1	0.990856
1.21428	3	1	0.983747
1.22807	2	1	0.979967
1.24138	2	1	0.97556
1.25423	2	1	0.970473
1.26666	2	1	0.964653
1.27868	2	1	0.958055
1.29032	2	1	0.950636
1.30158	2	1	0.94236
1.3125	2	1	0.933199
1.32307	2	1	0.923131
1.33333	2	1	0.912141
1.34328	2	1	0.900224
1.35294	2	1	0.887383
1.36231	2	1	0.873629
1.35714	1	1	0.884011
1.35211	1	1	0.893649
1.34722	1	1	0.902583
1.34246	1	1	0.910852
1.33783	1	1	0.918495
1.33333	1	1	0.925549
1.32894	1	1	0.932052
1.32467	1	1	0.938038
1.32051	1	1	0.943543
1.31645	1	1	0.948599
1.3125	1	1	0.953238
1.30864	1	1	0.957489
1.30487	1	1	0.961382
1.3012	1	1	0.964941
1.29762	1	1	0.968194
1.29411	1	1	0.971164
1.29069	1	1	0.973873
1.29885	2	1	0.969689
1.30681	2	1	0.965026
1.3146	2	1	0.959858
1.32222	2	1	0.954159
1.32967	2	1	0.947907
1.33695	2	1	0.94108
1.34408	2	1	0.933661
1.35106	2	1	0.925636
1.34736	1	1	0.931587
1.34375	1	1	0.937112
1.3402	1	1	0.942237
1.33673	1	1	0.946984
1.33333	1	1	0.951377
1.33	1	1	0.955439
1.32673	1	1	0.95919
1.32353	1	1	0.962651
1.32039	1	1	0.965841
1.3173	1	1	0.968779
1.31428	1	1	0.971483
1.31132	1	1	0.973969
1.30841	1	1	0.976252
1.30555	1	1	0.978348
1.30275	1	1	0.98027
1.30909	2	1	0.977374
1.31531	2	1	0.974161
1.32143	2	1	0.970612
1.32743	2	1	0.966706
1.33333	2	1	0.962425
1.33913	2	1	0.957752
1.34482	2	1	0.952668
1.35042	2	1	0.947159
1.35593	2	1	0.94121
1.36134	2	1	0.934808
1.36666	2	1	0.927942
1.3719	2	1	0.920601
1.37705	2	1	0.91278
1.38211	2	1	0.904471
1.38709	2	1	0.895673
1.384	1	1	0.902677
1.38095	1	1	0.909282
1.37795	1	1	0.915502
1.375	1	1	0.921356
1.37209	1	1	0.926858
1.36923	1	1	0.932024
1.36641	1	1	0.93687
1.36363	1	1	0.941411
1.3609	1	1	0.945664
1.35821	1	1	0.949641
1.35555	1	1	0.953358
1.35294	1	1	0.956829
1.35036	1	1	0.960067
1.34782	1	1	0.963085
1.34532	1	1	0.965897
1.34285	1	1	0.968513
1.34042	1	1	0.970945
1.33803	1	1	0.973206
1.33566	1	1	0.975304
1.33333	1	1	0.977252
1.33103	1	1	0.979057
1.32877	1	1	0.980729
1.32653	1	1	0.982277
1.32432	1	1	0.98371
1.32215	1	1	0.985034
1.32	1	1	0.986258
1.3245	2	1	0.98448
1.32895	2	1	0.982524
1.33333	2	1	0.980376
1.33766	2	1	0.978026
1.34193	2	1	0.975461
