3.998	0.999001	0.3831
3.999	0.49975	0.520609
3.99933	0.333222	0.613603
3.9995	0.249938	0.68275
3.9996	0.19996	0.736495
3.99967	0.166639	0.779367
3.99971	0.142837	0.814155
3.99975	0.124984	0.842727
3.99978	0.111099	0.866407
3.9998	0.09999	0.886172
3.99982	0.0909008	0.902761
3.99983	0.0833264	0.916748
3.99985	0.0769172	0.928587
3.99986	0.0714235	0.93864
3.99987	0.0666622	0.9472
3.99987	0.0624961	0.954506
3.99988	0.0588201	0.960755
3.99989	0.0555525	0.96611
3.99989	0.0526288	0.970706
3.9999	0.0499975	0.974656
3.9999	0.0476168	0.978056
3.99991	0.0454525	0.980986
3.99991	0.0434764	0.983514
3.99992	0.0416649	0.985696
3.99992	0.0399984	0.987582
3.99992	0.0384601	0.989214
3.99993	0.0370357	0.990627
3.99993	0.035713	0.99185
3.99993	0.0344816	0.992911
3.99993	0.0333322	0.993831
3.99994	0.032257	0.994629
3.99994	0.031249	0.995323
3.99994	0.0303021	0.995925
3.99994	0.0294109	0.996449
3.99994	0.0285706	0.996904
3.99994	0.027777	0.997301
3.99995	0.0270263	0.997645
4.02626	0.0263151	0.997663
4.05123	0.0256404	0.997177
4.07495	0.0249994	0.996271
4.09751	0.0243897	0.994955
4.119	0.023809	0.993199
4.13948	0.0232553	0.990949
4.15904	0.0227268	0.988135
4.17773	0.0222217	0.984684
4.1956	0.0217387	0.980515
4.21272	0.0212761	0.975553
4.22912	0.0208329	0.969722
4.24485	0.0204078	0.962955
4.25995	0.0199996	0.955189
4.27446	0.0196075	0.946373
4.28842	0.0192304	0.936465
4.30184	0.0188676	0.925436
4.31477	0.0185182	0.913269
4.32723	0.0181815	0.899958
4.33924	0.0178568	0.885512
4.35084	0.0175436	0.869955
4.36203	0.0172411	0.85332
4.37284	0.0169489	0.835652
4.38329	0.0166664	0.817007
4.3934	0.0163932	0.797453
4.40319	0.0161288	0.777065
4.41266	0.0158728	0.755924
4.42184	0.0156248	0.734117
4.43073	0.0153844	0.711738
4.43936	0.0151513	0.68888
4.44772	0.0149252	0.665639
4.45585	0.0147057	0.642111
4.46373	0.0144925	0.618394
4.47139	0.0142855	0.594581
4.47884	0.0140843	0.570762
4.48608	0.0138887	0.547024
4.49312	0.0136984	0.52345
4.49997	0.0135133	0.500116
4.50663	0.0133332	0.477095
4.51312	0.0131577	0.454454
4.51945	0.0129868	0.432249
4.52561	0.0128204	0.410536
4.53161	0.0126581	0.389362
4.53747	0.0124998	0.368768
4.54318	0.0123455	0.348787
